name,email,license_number,total_trips,total_earnings,safety_score,on_time_delivery_rate,experience_years,rest_compliance_rate,avg_speed_profile,harsh_braking_events,harsh_acceleration_events,fuel_efficiency_score,route_adherence,customer_satisfaction,training_level,certifications,preferred_routes,fatigue_score,id
Mugisha Anitha,driver3a004670@example.com,DL00210,98,4214.09,0.5545881102224586,0.7298528718646897,12.073050625848657,0.8562534615772092,"{""highway"": 61.71056177728992, ""city"": 22.30509420942011, ""residential"": 15.911470731012171}",0,6,0.8906668819191703,0.9668783441382571,4.810312296615749,1,['Basic'],"[""R486"", ""R473"", ""R290""]",0.16858563754883474,210
Niyonsaba Jean,driver2f29653c@example.com,DL00211,111,20566.20,0.7169034292915165,0.9170348204123716,2.460476889864439,0.7275009178489833,"{""highway"": 56.906921400790715, ""city"": 29.108565191492794, ""residential"": 19.679942322054398}",38,39,0.9715986520551299,0.96603164164268,4.310843957101925,2,['Basic'],"[""R173"", ""R064"", ""R008""]",0.12764329873120528,211
Iyamuremye Anitha,driverf4554581@example.com,DL00212,103,28417.89,0.646949530659719,0.9055611350122101,19.60606038544059,0.8990680068728403,"{""highway"": 74.67965146651937, ""city"": 22.538493099988298, ""residential"": 22.17388232246364}",23,18,0.6950012049392489,0.8849078478625522,3.817447878524539,4,['Basic'],"[""R278"", ""R421"", ""R011""]",0.46189926745852317,212
Ndagijimana Anitha,driver151ff725@example.com,DL00213,35,13032.72,0.8708928718082067,0.8208613875914641,15.17307184108297,0.843954434914127,"{""highway"": 66.70644986134958, ""city"": 27.916969363093873, ""residential"": 17.849499693098835}",18,34,0.8231891528428938,0.8602825937570212,4.04030346760164,4,"['Basic', 'Advanced']","[""R390"", ""R312"", ""R074""]",0.4360321850573492,213
Mugisha John,driver7509375d@example.com,DL00214,94,23826.99,0.6314615356480899,0.8132493906605529,18.595790740362958,0.9049655597941787,"{""highway"": 63.61653696335114, ""city"": 24.68291862337521, ""residential"": 17.299202548633318}",37,15,0.775836403650856,0.7414343913160685,3.009284368804539,2,"['Basic', 'Advanced']","[""R442"", ""R115"", ""R315""]",0.1953172347400551,214
Umuhoza Jacqueline,driverec019600@example.com,DL00215,172,36289.63,0.894834436949552,0.8997557639199067,4.173032930746553,0.976803591150615,"{""highway"": 69.74035506880135, ""city"": 29.45253259158092, ""residential"": 20.617960761969545}",31,0,0.7870682341637946,0.9573687996569764,3.92639045050631,3,['Basic'],"[""R371"", ""R220"", ""R323""]",0.33891861461801054,215
Mukamana Jacqueline,driverec6b1c31@example.com,DL00216,50,28370.13,0.6078910313668346,0.9622757129012054,3.3517141036502056,0.7752230948869976,"{""highway"": 63.88632289301199, ""city"": 27.04639255903291, ""residential"": 17.346239154863753}",49,35,0.676816672384045,0.8483669188896351,4.56405986544809,5,"['Basic', 'Advanced']","[""R422"", ""R002"", ""R294""]",0.26785568181859887,216
Niyonsaba Emmanuel,driver88cf7180@example.com,DL00217,182,25578.34,0.9423669358676954,0.7678380162871802,17.676154825879433,0.8332600887685001,"{""highway"": 69.86155065466343, ""city"": 22.59031096324748, ""residential"": 21.949053888060376}",49,16,0.764499943448653,0.8925116710931528,3.297888054485006,5,['Basic'],"[""R269"", ""R419"", ""R191""]",0.10713632540380416,217
Mugisha Thierry,driverd90455e0@example.com,DL00218,87,5426.31,0.8045374968961243,0.8153087817864889,18.099741367695056,0.9843432691125672,"{""highway"": 62.27147203628433, ""city"": 24.078041642130245, ""residential"": 24.14866887612947}",46,37,0.6542486781088619,0.8918852284537122,3.832879821808744,5,"['Basic', 'Advanced']","[""R488"", ""R012"", ""R230""]",0.1617451442502829,218
Mugisha Jacqueline,driver93614738@example.com,DL00219,21,33275.65,0.7797557327058147,0.8041351567477191,3.835019967881578,0.8182464495982725,"{""highway"": 60.891608903063485, ""city"": 29.141276646245966, ""residential"": 24.316586092799255}",14,16,0.622427742063484,0.7204396718490116,4.683676050163416,5,['Basic'],"[""R272"", ""R354"", ""R463""]",0.2847501656977532,219
Munyaneza Emmanuel,driverbd366c48@example.com,DL00220,43,19502.15,0.5853000798554232,0.8103766590938887,13.774948334964808,0.8639456993402791,"{""highway"": 58.81993537238043, ""city"": 22.939661497920618, ""residential"": 23.358429844623746}",20,37,0.7989479202073846,0.7594657539271098,3.698684646145571,5,['Basic'],"[""R131"", ""R065"", ""R333""]",0.41089109572466986,220
Munyaneza Alice,driverdfff0945@example.com,DL00221,89,6166.97,0.5349362032774865,0.7131554922013265,0.7425463446152769,0.8808677852961385,"{""highway"": 64.99494417937453, ""city"": 31.955135201457125, ""residential"": 21.671349778905267}",21,21,0.9401401618428666,0.911799185047723,4.006530144673364,3,['Basic'],"[""R181"", ""R401"", ""R279""]",0.18830661803444126,221
Mugisha Jean,driverce97a16c@example.com,DL00222,165,16812.84,0.8296577247017498,0.8413439181274214,19.338108684230804,0.7824624337261503,"{""highway"": 59.97556006417315, ""city"": 23.70201409913501, ""residential"": 15.306222655834205}",36,36,0.6731812945925969,0.7542517073336394,4.986733302086726,5,['Basic'],"[""R366"", ""R229"", ""R108""]",0.27006471299685886,222
Mukamana Thierry,driver9a8ce2da@example.com,DL00223,60,35914.00,0.525770095818614,0.8251838305045238,1.3216789831860292,0.8504591980048286,"{""highway"": 72.93213866936208, ""city"": 23.84227977818673, ""residential"": 21.535912272228714}",35,35,0.6490876017307254,0.7910032283404644,4.713857182550275,3,['Basic'],"[""R075"", ""R412"", ""R151""]",0.31567247743630045,223
Ndagijimana John,driver6181deff@example.com,DL00224,145,1040.94,0.9029510799390114,0.8941242864344134,0.5897339645193981,0.8870165274632492,"{""highway"": 63.38740003373219, ""city"": 29.48245662567298, ""residential"": 23.197961404351958}",31,21,0.8926631644010872,0.875007219249585,4.614948611785817,3,"['Basic', 'Advanced']","[""R182"", ""R172"", ""R134""]",0.15964485571715073,224
Ndagijimana Jacqueline,driverfaae7a38@example.com,DL00225,60,11328.65,0.7944797762878972,0.8205158613407548,10.639311703852815,0.973495412614264,"{""highway"": 64.17163842234496, ""city"": 34.572697050522066, ""residential"": 21.716661860951007}",6,18,0.9383982400803719,0.9172082966414663,3.222009833315542,4,"['Basic', 'Advanced']","[""R128"", ""R260"", ""R061""]",0.15853114582846237,225
Mukamana Claude,driver6fc3aa05@example.com,DL00226,27,48481.60,0.8670807335574807,0.7601893884520121,11.94276357440205,0.8159891978993222,"{""highway"": 71.44537482238344, ""city"": 28.544471730810546, ""residential"": 21.621173960119005}",2,24,0.6878821429753571,0.8851737615129404,4.879834293128061,1,"['Basic', 'Advanced']","[""R030"", ""R200"", ""R453""]",0.2203847435007329,226
Munyaneza Thierry,driverd1ead113@example.com,DL00227,186,23497.73,0.9180143171864942,0.8261344966100592,14.746923600094437,0.8403260119309478,"{""highway"": 73.4752553079082, ""city"": 20.40129255852281, ""residential"": 17.774954620474613}",18,23,0.6090632527826825,0.9493840304603629,3.5009562260508957,1,['Basic'],"[""R441"", ""R388"", ""R234""]",0.14382690908378862,227
Niyonsaba Thierry,driveraf8604b0@example.com,DL00228,121,5099.28,0.885051760669946,0.7783971773821007,16.688183593212493,0.8655127041520913,"{""highway"": 59.870636548455415, ""city"": 24.01413197237101, ""residential"": 23.450840259511097}",13,27,0.8107481122417562,0.8981849250401273,4.551944157566179,5,"['Basic', 'Advanced']","[""R303"", ""R115"", ""R123""]",0.12474713876515527,228
Munyaneza Jean,driver2ee2d8f3@example.com,DL00229,52,31385.89,0.7144695196747843,0.9710135287438082,9.961603281246875,0.9306551962614293,"{""highway"": 65.63523413493446, ""city"": 31.33739362464494, ""residential"": 20.132877354370507}",48,0,0.6515369945505294,0.9800756901250344,3.3218094891222942,3,['Basic'],"[""R234"", ""R393"", ""R161""]",0.3475262274589227,229
Iyamuremye Jean,drivere2ea0675@example.com,DL00230,56,34719.88,0.882342258085751,0.8225311956673731,18.992580330662253,0.8330162389405602,"{""highway"": 71.34428706115037, ""city"": 20.492464783764042, ""residential"": 21.734631141216028}",21,17,0.6992944663213029,0.7691474206681745,4.486259492468507,1,"['Basic', 'Advanced']","[""R003"", ""R133"", ""R304""]",0.2941557565326486,230
Munyaneza Eric,driver6a39ff64@example.com,DL00231,46,16048.54,0.8214594683256338,0.860938693350789,9.072270910956576,0.7919366683928452,"{""highway"": 56.9590616441952, ""city"": 30.87646072142219, ""residential"": 23.358463920038407}",26,1,0.9032236294134033,0.7157897391082546,4.2240176698458,1,"['Basic', 'Advanced']","[""R120"", ""R042"", ""R003""]",0.4816406630057536,231
Mugisha Alice,driver08c21fb1@example.com,DL00232,57,47482.62,0.9972143640931707,0.9968392535443661,19.022398168094288,0.7468528103644606,"{""highway"": 62.04042877997094, ""city"": 30.167628488644507, ""residential"": 18.512986192326093}",34,40,0.8965713355728495,0.9806726716424934,4.556201641872759,3,"['Basic', 'Advanced']","[""R059"", ""R266"", ""R071""]",0.2160575872095552,232
Ndagijimana Jean,driverfd0f8985@example.com,DL00233,23,21330.50,0.9369494148558346,0.7352981384438181,18.427785923058668,0.7638879966368188,"{""highway"": 66.7556257394076, ""city"": 23.958801183995075, ""residential"": 19.017468016456956}",10,23,0.6815727986490727,0.9020182327471903,3.995110019958524,1,"['Basic', 'Advanced']","[""R136"", ""R037"", ""R253""]",0.142531358758886,233
Rwigema Jean,drivere142cbce@example.com,DL00234,138,4439.90,0.9401134183508816,0.9794266195957986,8.005155300380498,0.9707727568647417,"{""highway"": 57.43932141904935, ""city"": 24.982546952198952, ""residential"": 22.181878540798316}",26,0,0.9811400233502575,0.8098471196924353,3.928434931506769,5,"['Basic', 'Advanced']","[""R303"", ""R178"", ""R124""]",0.10159561055487432,234
Munyaneza Odette,driver30e48067@example.com,DL00235,21,31267.31,0.543942237847059,0.7542110173176695,17.708059613469505,0.7286033149679954,"{""highway"": 66.36921956402138, ""city"": 25.475543221558326, ""residential"": 24.496607297133398}",28,30,0.6391359447427842,0.9057779871967844,3.7607701203227313,2,"['Basic', 'Advanced']","[""R370"", ""R063"", ""R445""]",0.41729632057938704,235
Rwigema Alice,driver1bd978d5@example.com,DL00236,46,23087.06,0.7765800541516537,0.7019024755559848,16.81503900583256,0.918042394923269,"{""highway"": 74.4416282634659, ""city"": 34.06724173836884, ""residential"": 24.97534508654919}",34,15,0.683593189785584,0.7926705045109624,4.2378424831220185,4,['Basic'],"[""R066"", ""R299"", ""R377""]",0.18472069391733126,236
Niyonsaba Emmanuel,driver10cf40af@example.com,DL00237,28,21053.67,0.7955153821195851,0.873774421895299,4.6790396771898335,0.9135811585981388,"{""highway"": 63.82877268924998, ""city"": 26.937220442158186, ""residential"": 20.67461938852693}",2,18,0.8112260864133932,0.8530534353443406,3.176865770887467,5,['Basic'],"[""R463"", ""R082"", ""R378""]",0.4726017809501585,237
Mugisha Alice,driverff19629f@example.com,DL00238,24,1511.26,0.7588040054135632,0.9636118693545191,17.219018253512125,0.9535517580728392,"{""highway"": 67.28163098895759, ""city"": 24.961202250601403, ""residential"": 15.639872836621246}",50,1,0.7197313421981718,0.799300106857406,4.751275956996601,4,['Basic'],"[""R077"", ""R126"", ""R303""]",0.3816719204511826,238
Umuhoza Emmanuel,driver664ebfcd@example.com,DL00239,130,33839.99,0.6373478220915118,0.8249270948054281,18.877740833459033,0.7931733817778626,"{""highway"": 70.04312050349725, ""city"": 27.255597882278064, ""residential"": 24.0959519387344}",4,39,0.641586722680172,0.9005768250417678,4.183631342638684,4,['Basic'],"[""R388"", ""R380"", ""R351""]",0.33970973799232507,239
Munyaneza Odette,driverd0d7ba13@example.com,DL00240,164,2111.15,0.6127212026878286,0.7924375639412395,5.972265236954129,0.925820411587192,"{""highway"": 67.77129663391035, ""city"": 34.39905565681165, ""residential"": 15.031234628001279}",33,1,0.9079613588799608,0.852177673969962,4.982597139782254,3,['Basic'],"[""R475"", ""R447"", ""R145""]",0.13505362878403712,240
Uwase Jean,drivere79dc091@example.com,DL00241,86,17758.90,0.8504777835624965,0.7988851516507168,17.128457974465324,0.9759878468081788,"{""highway"": 68.85555303263908, ""city"": 30.630768413012923, ""residential"": 20.66729676349352}",30,28,0.8816463129120737,0.9270688877819724,3.409571281059804,2,['Basic'],"[""R145"", ""R221"", ""R179""]",0.10528934655107172,241
Mugisha Anitha,drivera5f6d8e8@example.com,DL00242,83,10587.73,0.5725879393601896,0.8452610241737544,9.670789352433117,0.8954634503422861,"{""highway"": 71.71836604768768, ""city"": 20.417286771758835, ""residential"": 20.718433355328848}",15,26,0.8419545274017012,0.8197538356758097,3.675684328487874,1,"['Basic', 'Advanced']","[""R443"", ""R491"", ""R043""]",0.39766607873256654,242
Ndagijimana John,driver0f7c4613@example.com,DL00243,76,23468.24,0.9538222254724757,0.8729828452943466,11.027244942922588,0.9407329972801967,"{""highway"": 68.14520487363228, ""city"": 21.435170467145007, ""residential"": 24.288041936012263}",15,13,0.7350583233904852,0.9778080760887815,3.937651236764208,1,['Basic'],"[""R136"", ""R139"", ""R097""]",0.2306961627705403,243
Umuhoza Eric,driverf37d1102@example.com,DL00244,188,10550.70,0.6615271837498122,0.7907730224632983,3.9660521584602777,0.7451909228301079,"{""highway"": 55.8019263231481, ""city"": 21.98374526538088, ""residential"": 17.175715367242496}",4,28,0.7346427156376358,0.7279658891916128,4.175469964950146,1,"['Basic', 'Advanced']","[""R015"", ""R160"", ""R192""]",0.1426435473376565,244
Munyaneza Eric,driver2fe84366@example.com,DL00245,69,43777.10,0.62300282313784,0.7034693471772371,11.292500020236352,0.9578401782201316,"{""highway"": 73.44008471069611, ""city"": 29.804818747049694, ""residential"": 17.316770085096085}",36,15,0.9523294262337191,0.862089653722355,4.404207326199157,3,['Basic'],"[""R346"", ""R467"", ""R282""]",0.4759812107172552,245
Munyaneza Anitha,driver22ce8494@example.com,DL00246,176,13602.90,0.8523755689190289,0.9046831982988787,2.665349027099733,0.7733261266823249,"{""highway"": 58.180362488883766, ""city"": 32.884494333361474, ""residential"": 18.13977144210039}",35,32,0.8955177537107792,0.7243059614403808,4.393628853574144,4,['Basic'],"[""R007"", ""R287"", ""R269""]",0.32099583688915284,246
Uwase Emmanuel,driver06d2a618@example.com,DL00247,178,47356.49,0.7531588949264638,0.9098605359319135,17.82794924996911,0.9533864980281946,"{""highway"": 62.200420378496126, ""city"": 22.601720601602874, ""residential"": 24.7487195816643}",50,13,0.6714188091700994,0.9258858377587647,4.870628835847157,1,"['Basic', 'Advanced']","[""R270"", ""R034"", ""R362""]",0.13714378803022995,247
Uwase Jacqueline,driverf54d9061@example.com,DL00248,103,10415.75,0.6101410657462684,0.8472812376417125,7.161405350144407,0.983277016131554,"{""highway"": 71.6247247503225, ""city"": 28.433246305812357, ""residential"": 16.38520008359255}",28,0,0.6001340183326019,0.869359178077444,4.74640291318368,5,"['Basic', 'Advanced']","[""R056"", ""R273"", ""R414""]",0.16652087682508998,248
Munyaneza John,driver6314bf37@example.com,DL00249,58,17469.21,0.919923125950864,0.9435931468826652,5.5057666696875405,0.7498448683297945,"{""highway"": 55.450059044780225, ""city"": 22.161194118503055, ""residential"": 16.200735957230165}",16,15,0.7747492964316454,0.9237862629064663,4.885681364440484,5,['Basic'],"[""R317"", ""R266"", ""R208""]",0.3123805682053159,249
Mukamana Anitha,drivere8188d52@example.com,DL00250,11,41635.50,0.6255095972659823,0.7475870772598252,7.557348555262668,0.9597616550604586,"{""highway"": 57.43428391990924, ""city"": 33.927481217935664, ""residential"": 15.693375837689894}",13,39,0.6536518142508752,0.8621662282904943,3.1184332967717623,3,['Basic'],"[""R477"", ""R256"", ""R186""]",0.20278433211860253,250
Uwase Anitha,driver029dcec7@example.com,DL00251,185,3055.75,0.7860413583748764,0.9603002880021749,6.153045792503171,0.8554263595480487,"{""highway"": 69.50004583488683, ""city"": 33.943646365374974, ""residential"": 23.809275298283374}",47,1,0.9615172883886943,0.8019875485680805,3.283439031128732,3,"['Basic', 'Advanced']","[""R139"", ""R006"", ""R297""]",0.31794078224119016,251
Munyaneza John,driver4226ea0c@example.com,DL00252,169,47552.89,0.5566305938006313,0.7105008039005801,13.097052334100578,0.7972241579682483,"{""highway"": 64.84835877790033, ""city"": 34.06875353540641, ""residential"": 23.623864816231663}",39,31,0.9414377373865987,0.7733740929460878,3.8511127546717816,5,['Basic'],"[""R326"", ""R490"", ""R072""]",0.14071655636853359,252
Umuhoza Jacqueline,driver7e752bd8@example.com,DL00253,98,35649.56,0.7667770606124733,0.8050211426798538,0.9916766457226758,0.9210560600035691,"{""highway"": 61.54392247591433, ""city"": 20.590417361762242, ""residential"": 22.480090487386235}",26,28,0.6107264835155602,0.8228587990095116,3.3923157902922147,1,['Basic'],"[""R490"", ""R046"", ""R215""]",0.3348461590604558,253
Uwase Jacqueline,driver7bfdb8c5@example.com,DL00254,52,26899.23,0.8469375761746955,0.9258664017009676,9.887782205855105,0.8819869885223163,"{""highway"": 67.36534272386814, ""city"": 29.34112600283912, ""residential"": 20.479004183524534}",31,23,0.8087878096226208,0.8447317830307064,3.135224889796357,4,['Basic'],"[""R236"", ""R368"", ""R261""]",0.1325305546886955,254
Mugisha Odette,driver764e184a@example.com,DL00255,126,22719.02,0.7581094095260916,0.784065388959951,9.354796875290768,0.7971470505359692,"{""highway"": 70.21914322942195, ""city"": 34.641033896033775, ""residential"": 15.185596419211361}",40,25,0.8788692247659448,0.8912539198992839,3.04083471392395,4,"['Basic', 'Advanced']","[""R450"", ""R374"", ""R364""]",0.2362556500973085,255
Niyonsaba Claude,driver210263ca@example.com,DL00256,175,9835.50,0.5607896486311944,0.910380838007611,19.236957608879987,0.7033824646038191,"{""highway"": 57.104015546040905, ""city"": 21.831578961099904, ""residential"": 15.401419778174498}",25,0,0.8217873202546231,0.8585784523236318,4.441096787743518,4,"['Basic', 'Advanced']","[""R358"", ""R193"", ""R028""]",0.2614337048019265,256
Rwigema Alice,driverd178e742@example.com,DL00257,93,1639.68,0.5679265327545184,0.9681019338204944,7.277348181545539,0.8223160668156744,"{""highway"": 57.46992257301684, ""city"": 25.543530092884133, ""residential"": 19.71827943198927}",5,2,0.8620901622466328,0.7061077076304485,4.223940823295079,1,['Basic'],"[""R335"", ""R044"", ""R483""]",0.44596888033220294,257
Munyaneza Odette,driver500c2a01@example.com,DL00258,146,17597.36,0.9468703731551238,0.9361737273156339,19.810341581630656,0.9170522489390338,"{""highway"": 60.021439199955196, ""city"": 25.373121325278994, ""residential"": 21.52802579665219}",24,10,0.7460929381018503,0.8199263901610883,4.864996653036235,4,['Basic'],"[""R385"", ""R108"", ""R270""]",0.4176029839205041,258
Mugisha Eric,drivera9e823c6@example.com,DL00259,135,36881.85,0.9978103773674221,0.9438941828516563,3.1851526431066937,0.8428438947099969,"{""highway"": 56.900375480400584, ""city"": 29.07139970226971, ""residential"": 22.5923388241225}",20,39,0.6876652873026459,0.8634373590137635,4.722542549715733,2,['Basic'],"[""R374"", ""R237"", ""R349""]",0.49498426798296347,259
Mukamana Jacqueline,driver29dcccd2@example.com,DL00260,106,40955.19,0.5022245392771063,0.7743314629775909,4.4293451319137755,0.7645628972601731,"{""highway"": 66.77824394710035, ""city"": 32.631267555586035, ""residential"": 21.107008562335952}",47,39,0.8925542903007067,0.9751351011909659,4.982257303245649,5,"['Basic', 'Advanced']","[""R026"", ""R165"", ""R213""]",0.4289925461332281,260
Mukamana Anitha,driver86dd9e65@example.com,DL00261,103,32772.61,0.6482411760921903,0.9083954936782616,6.324051865319632,0.9686869285244757,"{""highway"": 74.0124817994926, ""city"": 27.679569795647335, ""residential"": 22.60713468528262}",42,30,0.9454719977220842,0.7646835867472954,4.016214415677794,1,"['Basic', 'Advanced']","[""R352"", ""R336"", ""R376""]",0.3797534760274809,261
Ndagijimana Alice,driverf0b77772@example.com,DL00262,116,5167.81,0.733307852102045,0.9538369690852565,19.11873235163649,0.9832675766278979,"{""highway"": 58.7797896203905, ""city"": 20.53921819149113, ""residential"": 23.216306066774024}",48,10,0.9818296960829485,0.9311355633222884,3.2555211234977843,3,['Basic'],"[""R329"", ""R083"", ""R268""]",0.48299073124166503,262
Kamanzi Claude,driver54912be1@example.com,DL00263,52,24800.44,0.5280283883733261,0.8191298422004125,15.054686988121789,0.7316231632203009,"{""highway"": 63.55133766503357, ""city"": 20.22442894474175, ""residential"": 23.325712241208358}",40,2,0.8034117100491747,0.9920942581363457,4.15921385345608,3,"['Basic', 'Advanced']","[""R302"", ""R477"", ""R305""]",0.3078479980914448,263
Umuhoza Anitha,drivere631477c@example.com,DL00264,92,7845.74,0.6583800410015663,0.772060371617946,19.952237160195526,0.8484216981266968,"{""highway"": 70.48060341649307, ""city"": 25.586434147762795, ""residential"": 22.51786343595933}",28,34,0.6189900293305765,0.7846800019143003,4.2044724787149494,5,['Basic'],"[""R068"", ""R441"", ""R449""]",0.29137558170970684,264
Iyamuremye Jacqueline,driver472e9588@example.com,DL00265,65,42250.83,0.9710365977738008,0.7018080783908203,15.456258469738076,0.9574735906297713,"{""highway"": 66.25160823921289, ""city"": 26.226671614976752, ""residential"": 16.64242176467237}",47,40,0.6508746376898494,0.9611994125854026,3.7247066286461985,3,['Basic'],"[""R171"", ""R294"", ""R378""]",0.37766286482082745,265
Mugisha Alice,driverf9a348ef@example.com,DL00266,18,26701.14,0.5500596434524905,0.7603325674351605,7.320495665645218,0.7231522338481136,"{""highway"": 68.85671551482287, ""city"": 34.651870579634846, ""residential"": 24.676096173096973}",2,40,0.8596494205416276,0.8329297985938767,4.950216136993335,3,['Basic'],"[""R074"", ""R261"", ""R163""]",0.12073490052903094,266
Kamanzi John,driveraacc322c@example.com,DL00267,126,46659.33,0.7806518806728948,0.9164625115000846,17.80745723766493,0.7277955222014083,"{""highway"": 74.07490384934782, ""city"": 27.535445415235635, ""residential"": 18.31223835876928}",32,18,0.9896962243401868,0.7667704926817323,4.054508283769943,4,['Basic'],"[""R073"", ""R340"", ""R084""]",0.364923672335153,267
Umuhoza Jacqueline,driverb974b8ff@example.com,DL00268,102,49495.00,0.9498040111717829,0.8266272494944252,19.86811558119263,0.8988517115958344,"{""highway"": 63.49729150452254, ""city"": 26.957243751515527, ""residential"": 23.5606863599072}",33,20,0.6375352189571951,0.8562365509882954,3.07198610153225,5,"['Basic', 'Advanced']","[""R388"", ""R149"", ""R145""]",0.11145275444674421,268
Rwigema Odette,drivercfecffe4@example.com,DL00269,187,14264.12,0.8682595244045183,0.9474949001717736,10.061216954792467,0.9003259875408564,"{""highway"": 59.5678918146236, ""city"": 32.859663380523386, ""residential"": 17.96646477386058}",18,28,0.7137459951743743,0.7474850273189699,4.866997176262532,5,"['Basic', 'Advanced']","[""R014"", ""R169"", ""R160""]",0.15767532617500635,269
Umuhoza Jacqueline,driver017e9eab@example.com,DL00270,72,4205.95,0.7383936346147694,0.7848348028712588,10.87913056388196,0.709742257544168,"{""highway"": 64.14412243804085, ""city"": 26.057318732574927, ""residential"": 23.95896799931576}",34,5,0.8450563125813755,0.9701347352560259,3.546131160959841,5,['Basic'],"[""R291"", ""R056"", ""R336""]",0.47225264562337854,270
Mugisha Odette,driver31bc6b74@example.com,DL00271,187,30703.84,0.7357867928263412,0.8166365309363669,7.969214913119496,0.8335103129316935,"{""highway"": 69.36211242128665, ""city"": 31.26598939670684, ""residential"": 22.286139981216362}",30,10,0.9606793617355667,0.805377032012926,3.6809849662992535,1,"['Basic', 'Advanced']","[""R221"", ""R401"", ""R493""]",0.1948348028338479,271
Mukamana Emmanuel,driver5d51ae28@example.com,DL00272,10,40156.80,0.7848296265592343,0.9013599851833436,15.056497961084842,0.8641445935862287,"{""highway"": 71.55538257405661, ""city"": 29.016712900447374, ""residential"": 18.399399307081612}",2,0,0.7137386916339946,0.7758964484346218,4.413250945490358,2,"['Basic', 'Advanced']","[""R434"", ""R117"", ""R442""]",0.15735745925423955,272
Kamanzi Jean,driverc0adee27@example.com,DL00273,72,37885.99,0.9003909863546425,0.8677269358955624,13.767586134344493,0.9742582219297875,"{""highway"": 70.55451310691713, ""city"": 24.019624426333678, ""residential"": 23.709415956060806}",50,17,0.8945778265803421,0.8366344326973139,4.69981228250808,5,['Basic'],"[""R018"", ""R360"", ""R195""]",0.17771736709893005,273
Umuhoza John,driverd9b15f99@example.com,DL00274,175,29933.26,0.6160543793226707,0.8031596564756032,11.925110689490111,0.7060110349515895,"{""highway"": 66.12339706464329, ""city"": 25.016461216531503, ""residential"": 17.530306968265602}",15,15,0.8091935671566395,0.8087027074163089,4.476377174617672,4,['Basic'],"[""R491"", ""R215"", ""R490""]",0.13676192131051923,274
Mukamana Alice,driver650fc272@example.com,DL00275,150,9122.06,0.9840669815872874,0.7490767249425612,10.608658846414567,0.9302869344357417,"{""highway"": 57.022746435381734, ""city"": 23.24912154152164, ""residential"": 18.604451989088297}",17,36,0.9617073023144838,0.9850052606345134,4.854985195547242,4,['Basic'],"[""R319"", ""R412"", ""R445""]",0.2308389450124309,275
Kamanzi Thierry,drivera6d64113@example.com,DL00276,25,39378.99,0.9662262260190049,0.7213642961655466,3.6163034189844825,0.8707110291294663,"{""highway"": 64.72353101497431, ""city"": 24.321347306240405, ""residential"": 17.94926277745509}",37,38,0.9071459829343179,0.9654403886963292,3.7834807653862033,2,['Basic'],"[""R069"", ""R108"", ""R343""]",0.4294429653912891,276
Niyonsaba Jean,driver957bf0f8@example.com,DL00277,184,16583.58,0.5572254664440166,0.7830632444857935,18.21050184020681,0.7612391585055317,"{""highway"": 65.41289729073273, ""city"": 24.176197394295784, ""residential"": 17.283021047828}",32,30,0.8646703391345646,0.8327933463855899,4.030471443488204,1,['Basic'],"[""R192"", ""R064"", ""R483""]",0.1221445647737156,277
Mukamana Anitha,driver4542d241@example.com,DL00278,71,13638.86,0.8493219511933392,0.7751375403057489,19.747736416163338,0.7523112831322446,"{""highway"": 65.58651162255931, ""city"": 24.581563350596614, ""residential"": 24.462771498177048}",2,11,0.9346797655059521,0.7608138467639911,4.777746959257788,4,['Basic'],"[""R328"", ""R307"", ""R448""]",0.10955624898397374,278
Mukamana John,driverda750227@example.com,DL00279,135,22751.09,0.9876693618182326,0.8694071579834911,16.60997379461124,0.8845123611793264,"{""highway"": 65.0995271380645, ""city"": 22.04149192408378, ""residential"": 19.016855094739732}",10,2,0.7076834164876837,0.9409435435156043,3.034619649321291,4,"['Basic', 'Advanced']","[""R384"", ""R328"", ""R160""]",0.30296143810749276,279
Kamanzi John,driver0b2165e3@example.com,DL00280,86,40174.95,0.7632296440165627,0.8498888392970545,0.563900172476228,0.7473505397743797,"{""highway"": 66.23585472827347, ""city"": 21.206449450689995, ""residential"": 18.67357784694138}",9,23,0.9152651285455764,0.9373800232470249,3.585369254986719,1,['Basic'],"[""R495"", ""R017"", ""R117""]",0.4639261183467127,280
Kamanzi Claude,driver1b7be716@example.com,DL00281,74,11210.13,0.7468362099901182,0.8323485637173137,0.6417299940355548,0.9812221107036609,"{""highway"": 64.05133820028097, ""city"": 27.80184890394688, ""residential"": 15.949374038253247}",47,30,0.9779841209739066,0.7648541576530432,3.0676949069270183,2,['Basic'],"[""R271"", ""R163"", ""R276""]",0.4708649960722061,281
Mukamana Jacqueline,driver42c52b80@example.com,DL00282,196,43938.74,0.6978937501734355,0.8354838519869549,1.46401970896834,0.8431017792465538,"{""highway"": 69.62701303453957, ""city"": 25.085729187789706, ""residential"": 16.723933045034343}",34,4,0.8840280184652327,0.9200466755707948,3.6938420339598164,4,['Basic'],"[""R236"", ""R471"", ""R181""]",0.34600408591665577,282
Niyonsaba Alice,driver5c40e3d9@example.com,DL00283,31,16600.56,0.8678181285378448,0.819569516128256,3.876008848480468,0.7005765517473598,"{""highway"": 66.2703778344119, ""city"": 32.14609725278232, ""residential"": 20.59387779031275}",27,33,0.9785524234572137,0.7608343388789123,4.3668263480504415,2,['Basic'],"[""R089"", ""R072"", ""R063""]",0.20053543237279065,283
