name,email,license_number,total_trips,total_earnings,safety_score,on_time_delivery_rate,experience_years,rest_compliance_rate,avg_speed_profile,harsh_braking_events,harsh_acceleration_events,fuel_efficiency_score,route_adherence,customer_satisfaction,training_level,certifications,preferred_routes,fatigue_score,id
Mugisha Celestin,mugisha.celestin446@irembo.rw,DL00326,194,15595.64,0.9841983307043407,0.9065292587355948,1.1362188175450174,0.8204164013621078,"{""highway"": 53.43722447071706, ""city"": 18.98926749443649, ""residential"": 41.147086287384035}",35,21,0.9622498800788247,0.9695928642160117,3.1716298825323888,4,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R419"", ""R403"", ""R365""]",0.1765218605644263,326
Mukashema Francois,mukashema.francois959@outlook.com,DL00327,86,41510.37,0.7077992882027647,0.8493537239483795,4.60373007687726,0.8621485067026404,"{""highway"": 54.08756992644581, ""city"": 21.585489309792308, ""residential"": 39.93512153778991}",44,1,0.670169743480364,0.9225154543612727,4.074281851207629,1,"[""Basic"", ""Advanced""]","[""R268"", ""R171"", ""R044""]",0.30161936459198835,327
Nshimiyimana Francois,nshimiyimana.francois639@yahoo.com,DL00328,135,15925.79,0.9093727614694729,0.8814511274347023,6.740851348678203,0.8330463786213383,"{""highway"": 60.66614727290621, ""city"": 16.595835842217046, ""residential"": 33.1905396845376}",15,12,0.980204022829393,0.7433415718154274,4.4379754728776355,1,"[""Basic"", ""Hazardous Materials""]","[""R241"", ""R313"", ""R075""]",0.10004529806906888,328
Munyemana Celestin,munyemana.celestin128@gov.rw,DL00329,111,14008.37,0.7873980426853526,0.9931388431157427,12.107828003071038,0.7254927578942992,"{""highway"": 66.23220702934557, ""city"": 16.211041925882075, ""residential"": 43.738747796092866}",38,8,0.8272873939467899,0.7926763088888513,3.7959207435846363,2,"[""Basic"", ""Advanced""]","[""R453"", ""R354"", ""R444""]",0.18969684245655305,329
Habyarimana Jeanne,habyarimana.jeanne836@yahoo.com,DL00330,88,47043.93,0.8797592721144647,0.8702620275661448,3.6675313259557853,0.7177753084047027,"{""highway"": 55.90889000844835, ""city"": 26.034098404807985, ""residential"": 39.19953302967133}",42,2,0.7626439777438435,0.7230593888165021,3.820387485007512,2,"[""Basic"", ""Advanced""]","[""R314"", ""R347"", ""R453""]",0.44614149307447215,330
Nshimiyimana Theophile,nshimiyimana.theophile184@irembo.rw,DL00331,161,31330.66,0.8438613286763278,0.989638325642771,4.517861971126739,0.8755619480139482,"{""highway"": 66.81486187687236, ""city"": 21.81694736558361, ""residential"": 45.627640545363896}",19,13,0.8122802411186038,0.9517602093415584,4.729011726026565,3,"[""Basic""]","[""R447"", ""R160"", ""R222""]",0.2807461221100602,331
Umuhoza Alphonse,umuhoza.alphonse215@gov.rw,DL00332,116,2268.67,0.8726077750551562,0.8305504146162151,13.019414547209044,0.7492540722372362,"{""highway"": 61.46525104482133, ""city"": 18.803756410307994, ""residential"": 34.91336502448427}",18,25,0.8946037479750286,0.7517643794463496,4.6468107609057645,4,"[""Basic"", ""Advanced""]","[""R424"", ""R181"", ""R261""]",0.44445567445114886,332
Umuhoza Aimable,umuhoza.aimable355@outlook.com,DL00333,22,29442.82,0.7553671186234647,0.922116889154916,2.098152314916141,0.8744307211261756,"{""highway"": 58.780765608100644, ""city"": 20.880312549936903, ""residential"": 39.07483176494363}",21,32,0.6639191931461297,0.9465601259203688,3.0982778321007602,5,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R495"", ""R252"", ""R033""]",0.4308253137128226,333
Umuhoza Francois,umuhoza.francois450@gov.rw,DL00334,159,38357.93,0.6813024972008599,0.7219451454768046,8.610471043188879,0.9124811803298661,"{""highway"": 51.61136204342629, ""city"": 27.31223536090934, ""residential"": 31.00601574552179}",33,34,0.9574534289878261,0.7911112442261,4.171957631732636,3,"[""Basic"", ""Advanced""]","[""R352"", ""R383"", ""R217""]",0.17227753034890336,334
Mukamana Josephine,mukamana.josephine475@outlook.com,DL00335,127,22776.64,0.5242509508300722,0.8567675050918174,13.692617039496254,0.7873653939745644,"{""highway"": 64.12590683732026, ""city"": 19.56734039576079, ""residential"": 47.403775913121045}",20,39,0.625990060607198,0.9279477367130478,4.4437794932265335,3,"[""Basic"", ""Advanced""]","[""R355"", ""R329"", ""R165""]",0.24889692397816487,335
Munyemana Josephine,munyemana.josephine47@gov.rw,DL00336,147,37249.83,0.5685509038022589,0.8863039363049068,6.390505716556092,0.8006318854391397,"{""highway"": 61.615184260153924, ""city"": 25.94543125380898, ""residential"": 48.983680543517906}",40,15,0.6608272825642203,0.7361397414726084,4.6111588529451994,5,"[""Basic"", ""Advanced""]","[""R050"", ""R255"", ""R153""]",0.3760018404942913,336
Iyamuremye Celestin,iyamuremye.celestin162@irembo.rw,DL00337,71,48115.19,0.8111076404081499,0.8962425201691364,4.688656522682744,0.8813261478789296,"{""highway"": 67.68626549481284, ""city"": 24.672981339773436, ""residential"": 43.038797173880674}",32,38,0.6057923562465856,0.7470550051183588,4.511039182537856,1,"[""Basic""]","[""R144"", ""R057"", ""R216""]",0.19163156786087154,337
Mukamana Celestin,mukamana.celestin40@yahoo.com,DL00338,75,41930.24,0.8056533686420043,0.9835619211663178,8.236439935303922,0.7696414337479968,"{""highway"": 59.99803788978171, ""city"": 29.14450504244452, ""residential"": 41.210477429129526}",40,30,0.6239329075584652,0.9563468940589703,3.2324562026398276,4,"[""Basic""]","[""R377"", ""R098"", ""R127""]",0.1336163000260988,338
Niyitegeka Claude,niyitegeka.claude617@irembo.rw,DL00339,104,9530.86,0.8767125186374914,0.7442347674424324,8.053801164112723,0.8724977026370697,"{""highway"": 60.86948237491966, ""city"": 29.973766906679508, ""residential"": 37.77872452331352}",23,38,0.608083279071801,0.7219308740374573,4.650821865241756,1,"[""Basic"", ""Advanced""]","[""R001"", ""R341"", ""R314""]",0.33393080565085265,339
Hakizimana Diane,hakizimana.diane616@irembo.rw,DL00340,164,34393.54,0.6271747207411582,0.9248943094897426,6.594734632158671,0.7451487912855252,"{""highway"": 50.48171802212783, ""city"": 20.499271064036954, ""residential"": 47.334683002921764}",41,0,0.671190667128671,0.81104069554914,3.0682594937521372,3,"[""Basic"", ""Advanced""]","[""R472"", ""R422"", ""R423""]",0.32024930045776634,340
Uwineza Beatrice,uwineza.beatrice668@gov.rw,DL00341,127,37670.31,0.7654665594287344,0.8380185301024157,1.9248464778419634,0.9933543018254202,"{""highway"": 60.49317542779721, ""city"": 22.254580147863436, ""residential"": 35.67375827635858}",23,6,0.8866994605967221,0.9227789764502199,3.704023438484393,5,"[""Basic"", ""Hazardous Materials""]","[""R243"", ""R182"", ""R021""]",0.2884201931776314,341
Munyaneza Francois,munyaneza.francois396@gmail.com,DL00342,160,6807.32,0.7493489612498283,0.7962877256657566,1.7535768585573681,0.7168020523473655,"{""highway"": 60.00093788808598, ""city"": 21.770456797087895, ""residential"": 40.41283773142314}",12,7,0.790883207455953,0.8378942054298552,4.808640990594604,1,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R403"", ""R096"", ""R430""]",0.2342993404476108,342
Nshimiyimana Thierry,nshimiyimana.thierry175@yahoo.com,DL00343,168,36861.20,0.5473157163155342,0.9879886702898493,8.263558903235136,0.9479397294249944,"{""highway"": 63.76090999629117, ""city"": 25.168249291846287, ""residential"": 37.91375573973439}",44,38,0.6172320050445977,0.9397196717691341,4.8737856795896946,2,"[""Basic"", ""Hazardous Materials""]","[""R029"", ""R073"", ""R341""]",0.4664460362794052,343
Munyakazi Francois,munyakazi.francois676@outlook.com,DL00344,136,23083.22,0.6094778034489343,0.9632531793261832,13.563319593476288,0.8574459072356455,"{""highway"": 52.79674100547435, ""city"": 20.54715340607173, ""residential"": 35.13447619238121}",15,36,0.7764038082506702,0.7673866772853051,3.588497768556395,1,"[""Basic""]","[""R136"", ""R456"", ""R127""]",0.3336977381083775,344
Niyonsaba Thierry,niyonsaba.thierry982@yahoo.com,DL00345,89,34621.47,0.9726572279150337,0.8866490727869301,4.6951951960333895,0.8181947036040279,"{""highway"": 56.81401328164309, ""city"": 23.372556162440524, ""residential"": 34.07924200454837}",8,7,0.745973717200383,0.7648498307624767,4.942570606259043,1,"[""Basic"", ""Advanced""]","[""R127"", ""R339"", ""R360""]",0.11820604550744176,345
Habyarimana Innocent,habyarimana.innocent206@irembo.rw,DL00346,28,42918.48,0.5243070814450657,0.7614525045590498,13.688981890063117,0.74663500424433,"{""highway"": 54.16881371570959, ""city"": 28.565717507340146, ""residential"": 47.18760906143375}",50,1,0.8076989136971322,0.9389022227272992,4.451286734949859,1,"[""Basic"", ""Hazardous Materials""]","[""R136"", ""R179"", ""R394""]",0.13918487597554355,346
Umuhoza Francois,umuhoza.francois830@irembo.rw,DL00347,94,48275.89,0.563630564703633,0.9567469409058288,13.706709791130555,0.8808854827423779,"{""highway"": 67.84193976087494, ""city"": 20.3961084549313, ""residential"": 44.73568451151672}",10,17,0.7220109845221607,0.7031974198770018,4.317042801332683,1,"[""Basic""]","[""R326"", ""R272"", ""R217""]",0.24447413399759604,347
Niyibizi Beatrice,niyibizi.beatrice844@outlook.com,DL00348,46,21943.44,0.7419421996002371,0.9410294659860852,8.226816252284703,0.9502644265360649,"{""highway"": 67.80502325220773, ""city"": 28.283235079826333, ""residential"": 45.72953988290565}",49,35,0.9105793553178485,0.7699592129624461,4.717804249147703,4,"[""Basic""]","[""R392"", ""R202"", ""R370""]",0.3240119036636078,348
Kamanzi Clementine,kamanzi.clementine848@gov.rw,DL00349,173,40020.76,0.8068431056069668,0.7872848213031215,7.590481938767246,0.9719244686709108,"{""highway"": 50.72045547371405, ""city"": 26.626170682566894, ""residential"": 31.350261516019586}",2,38,0.636036354404981,0.8048891545891249,3.7136457707206194,3,"[""Basic"", ""Advanced""]","[""R401"", ""R115"", ""R359""]",0.3156950962672668,349
Nkurunziza Alphonse,nkurunziza.alphonse2@gmail.com,DL00350,193,38350.62,0.790906551179192,0.7568716057360859,12.301455639865914,0.97283765813804,"{""highway"": 53.9548410279202, ""city"": 25.70353511546385, ""residential"": 45.69165988361685}",18,35,0.74173463106863,0.7426172482256903,4.9098752473698575,5,"[""Basic"", ""Advanced""]","[""R491"", ""R021"", ""R467""]",0.26641265664793656,350
Umuhoza Pierre,umuhoza.pierre903@gmail.com,DL00351,135,17288.83,0.8902410563437997,0.7113622657853793,14.007416658227115,0.9635283908409598,"{""highway"": 65.20130621098993, ""city"": 20.99097761336823, ""residential"": 30.31037171743803}",27,38,0.620337469790132,0.7043068413389222,4.784375220782442,5,"[""Basic"", ""Hazardous Materials""]","[""R364"", ""R336"", ""R153""]",0.34051899259960816,351
Nzeyimana Emmanuel,nzeyimana.emmanuel403@outlook.com,DL00352,118,13642.59,0.924280513760896,0.8568744105948761,5.282577632379729,0.9749636524498981,"{""highway"": 65.86407450870567, ""city"": 15.354867670501275, ""residential"": 38.65331095154994}",39,10,0.8648331071023039,0.9534578623448942,4.234261958989828,4,"[""Basic""]","[""R412"", ""R173"", ""R430""]",0.1918417566563566,352
Umuhoza Odette,umuhoza.odette920@irembo.rw,DL00353,155,33382.48,0.9265924092100751,0.8565464398658269,8.734009385281967,0.7483528226684345,"{""highway"": 52.44086153356869, ""city"": 22.454501872278513, ""residential"": 49.50936111097797}",44,31,0.781186356719632,0.8564640399933333,4.902119872619927,5,"[""Basic""]","[""R035"", ""R198"", ""R091""]",0.3408594150285012,353
Niyomugabo Immaculee,niyomugabo.immaculee975@gmail.com,DL00354,13,17914.61,0.822205965973373,0.73457239111055,0.6635896194458468,0.7572051991901569,"{""highway"": 56.044032955697645, ""city"": 19.44315458797093, ""residential"": 45.50221491725764}",48,28,0.6194523776300539,0.9211181996018514,3.1690381342233427,5,"[""Basic"", ""Advanced""]","[""R379"", ""R455"", ""R389""]",0.14710646119498616,354
Nsengimana Ignace,nsengimana.ignace305@yahoo.com,DL00355,80,48829.48,0.6035808471507307,0.9947130800410741,13.55210540208671,0.8119347390856788,"{""highway"": 63.9822986705046, ""city"": 28.69335064015422, ""residential"": 45.53506329694075}",31,27,0.6911851800512936,0.9597069643076445,3.751025164389099,4,"[""Basic""]","[""R291"", ""R204"", ""R454""]",0.2751145761466022,355
Mukashema Theophile,mukashema.theophile419@gmail.com,DL00356,177,49529.29,0.8113911598316033,0.816292737228595,2.7081225104405,0.8318833132194847,"{""highway"": 68.42852195212947, ""city"": 29.1870184309148, ""residential"": 46.55758562758355}",15,39,0.9804809527583709,0.7804739375811542,4.304987109123688,1,"[""Basic"", ""Hazardous Materials""]","[""R071"", ""R128"", ""R302""]",0.11640048851800154,356
Nshimiyimana Jeanne,nshimiyimana.jeanne401@outlook.com,DL00357,187,19008.77,0.5866928954199095,0.9925934301987676,2.372085893319438,0.9747108195646685,"{""highway"": 68.77263978156549, ""city"": 29.73834129457139, ""residential"": 46.78986842290185}",4,32,0.8792019570305538,0.8815369891032147,4.900583415093862,1,"[""Basic"", ""Advanced""]","[""R099"", ""R065"", ""R141""]",0.23598886714271008,357
Hakizimana Alphonse,hakizimana.alphonse900@yahoo.com,DL00358,147,41455.75,0.8345619497709658,0.8150550445750108,8.472846058399838,0.8987762064457709,"{""highway"": 65.96072692018123, ""city"": 26.077691368732573, ""residential"": 45.73488143333935}",15,24,0.9470074832157751,0.8554265340047496,3.1722746307297776,2,"[""Basic""]","[""R235"", ""R342"", ""R365""]",0.11722960723205622,358
Niyomugabo Jeanne,niyomugabo.jeanne137@yahoo.com,DL00359,76,33637.69,0.6717327463853562,0.7105292835708411,3.7129001724359534,0.7817989083786892,"{""highway"": 64.8367147985267, ""city"": 29.685300253634928, ""residential"": 49.85088322536406}",0,4,0.7263998819612211,0.8642916236822797,4.9728964816129935,5,"[""Basic"", ""Hazardous Materials""]","[""R047"", ""R226"", ""R470""]",0.2663149266008259,359
Niyitegeka Josephine,niyitegeka.josephine581@gov.rw,DL00360,25,9779.40,0.5704090317251329,0.9325267903780314,9.460194035959638,0.9150712618876942,"{""highway"": 66.14274385870353, ""city"": 27.448104403029596, ""residential"": 41.688699027745656}",41,3,0.6347489261807252,0.8212049222658033,3.211865160311725,4,"[""Basic""]","[""R084"", ""R213"", ""R461""]",0.2941380254344308,360
Murenzi Thierry,murenzi.thierry796@gov.rw,DL00361,104,30256.28,0.5604012120669396,0.815430577486436,10.028150512270559,0.8095796759592802,"{""highway"": 54.540234813249, ""city"": 26.494084954387404, ""residential"": 48.17226525345653}",1,3,0.8815125535934214,0.7172676552425766,3.1585563344669465,4,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R001"", ""R380"", ""R267""]",0.46442478352380956,361
Habimana Theophile,habimana.theophile494@outlook.com,DL00362,67,34606.81,0.893148631813498,0.9164168812837251,4.33784159215058,0.923565687483928,"{""highway"": 54.008063547514084, ""city"": 29.206071785228247, ""residential"": 37.2255046979151}",20,24,0.6096810342179458,0.9247557224734737,4.3421150219896685,1,"[""Basic""]","[""R298"", ""R252"", ""R318""]",0.14600207213099525,362
Kamanzi Innocent,kamanzi.innocent725@outlook.com,DL00363,27,45233.14,0.8285434471365638,0.7364688695816066,8.949647155837262,0.7732712620473061,"{""highway"": 63.606228298637006, ""city"": 27.532503170975577, ""residential"": 31.77920508122049}",6,11,0.8552262609472049,0.7558467866118707,4.466541595693845,2,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R107"", ""R260"", ""R123""]",0.12591289526621716,363
Mukamana Jeanne,mukamana.jeanne876@irembo.rw,DL00364,166,28536.36,0.5830184248902615,0.7095549741462357,4.45475329780033,0.8988794606024259,"{""highway"": 53.830172920964976, ""city"": 18.466205826576992, ""residential"": 47.723995174969794}",48,9,0.6933457534212245,0.8166539525482794,4.948072318563396,4,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R051"", ""R130"", ""R240""]",0.4607819717250954,364
Kamanzi Josephine,kamanzi.josephine850@gmail.com,DL00365,191,41051.40,0.7855292157178526,0.9160171785432872,12.481446073049877,0.8337882544209634,"{""highway"": 62.57867125985863, ""city"": 18.66549418269456, ""residential"": 36.288224922395315}",6,29,0.6794065808590994,0.9159444896143359,3.249506323491083,5,"[""Basic"", ""Advanced""]","[""R411"", ""R356"", ""R298""]",0.40770741564303326,365
Niyonsaba Theoneste,niyonsaba.theoneste649@irembo.rw,DL00366,111,5005.99,0.8842499486136033,0.7018880768614195,4.664391344022439,0.7612962983757454,"{""highway"": 67.2804321394629, ""city"": 19.383690274246767, ""residential"": 45.0824627298214}",15,18,0.8195089853187346,0.9536902091053612,4.2105081985495385,1,"[""Basic"", ""Advanced""]","[""R096"", ""R254"", ""R416""]",0.3466175129639505,366
Niyonsaba Clementine,niyonsaba.clementine149@gmail.com,DL00367,174,36494.43,0.8766272368093342,0.8000754900651927,11.989855535180688,0.7259359531737085,"{""highway"": 54.15222038124735, ""city"": 15.343361848731375, ""residential"": 41.925572575582095}",29,6,0.673043753318043,0.7759607635928035,4.420132766645333,3,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R392"", ""R469"", ""R273""]",0.10854988427878182,367
Nshimiyimana Olivier,nshimiyimana.olivier510@gov.rw,DL00368,120,18979.22,0.7265870932409215,0.7004575571685503,1.0286651678834033,0.7101383092932649,"{""highway"": 69.60793748258428, ""city"": 25.619140047101315, ""residential"": 36.06032377445721}",39,2,0.6409865083246616,0.795909923392607,4.925359987977257,4,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R217"", ""R493"", ""R215""]",0.2435529817591541,368
Uwineza Pierre,uwineza.pierre867@gov.rw,DL00369,168,23251.08,0.6364162113057549,0.8324481095778674,5.173909063719886,0.7617966904377388,"{""highway"": 57.98269430288542, ""city"": 18.787665467613554, ""residential"": 33.626609651184914}",16,19,0.7183282664763908,0.803715075593383,3.076235565547436,1,"[""Basic"", ""Hazardous Materials""]","[""R045"", ""R113"", ""R377""]",0.4801925308069296,369
Uwase Aimable,uwase.aimable747@gmail.com,DL00370,36,45371.41,0.6465649014905396,0.7104793194182278,13.913622970127232,0.8007359013216798,"{""highway"": 68.62080183093005, ""city"": 23.72814571608667, ""residential"": 37.238639673577765}",37,1,0.8230510194987183,0.748894745346912,3.913095494271935,1,"[""Basic"", ""Advanced""]","[""R141"", ""R253"", ""R089""]",0.15981793400382838,370
Hakizimana Josephine,hakizimana.josephine767@irembo.rw,DL00371,13,44669.95,0.6398015550538786,0.8088940266361049,3.0173250221004673,0.917729571663973,"{""highway"": 54.02604317310612, ""city"": 21.506195858456568, ""residential"": 34.31054935365114}",48,20,0.7637605283144067,0.927097908215285,3.8861477157903144,3,"[""Basic""]","[""R399"", ""R375"", ""R404""]",0.11438082472679878,371
Munyakazi Aimable,munyakazi.aimable920@gmail.com,DL00372,29,48945.96,0.8278036831747008,0.9353996650747358,14.813610580230034,0.8870546863898405,"{""highway"": 55.422914925607934, ""city"": 18.31933318796192, ""residential"": 41.82734094141583}",42,6,0.6377709795988512,0.8978458947980787,3.199468128952966,2,"[""Basic"", ""Advanced""]","[""R192"", ""R195"", ""R299""]",0.19566210120700067,372
Nzeyimana Beatrice,nzeyimana.beatrice120@outlook.com,DL00373,86,36415.34,0.6762482470071299,0.9490612391725299,2.0358321889129645,0.9982600200408354,"{""highway"": 60.9386835381826, ""city"": 15.551395229200768, ""residential"": 34.711415432134295}",16,25,0.7443591862326189,0.9865363165879625,4.232360260429106,3,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R181"", ""R044"", ""R209""]",0.39786745307769944,373
Nzeyimana Celestin,nzeyimana.celestin529@gmail.com,DL00374,50,42639.77,0.7303709855471212,0.8307866521916857,2.0224825395496095,0.7873549712315104,"{""highway"": 69.52813094494891, ""city"": 28.883152889467922, ""residential"": 37.67225799904255}",47,36,0.657464753765718,0.8343513665982554,3.253359974424973,1,"[""Basic"", ""Advanced""]","[""R405"", ""R022"", ""R289""]",0.4778567847655255,374
Murenzi Beatrice,murenzi.beatrice853@irembo.rw,DL00375,11,40627.73,0.529136356418173,0.8475286217879752,12.386753647679116,0.702952480627922,"{""highway"": 61.70720867919081, ""city"": 23.87415999418387, ""residential"": 31.26564769237043}",22,39,0.7519327218924717,0.7515500602692347,3.5929670886085505,3,"[""Basic"", ""Advanced""]","[""R083"", ""R402"", ""R444""]",0.30872671549047526,375
Nshimiyimana Esperance,nshimiyimana.esperance292@irembo.rw,DL00376,31,24659.05,0.6307164756198638,0.7846149869649515,2.2418485987143306,0.8891874299399511,"{""highway"": 66.45102583203123, ""city"": 15.511200389710883, ""residential"": 42.848840393817035}",47,32,0.8603281105870818,0.7106273792252057,4.706504620105154,5,"[""Basic"", ""Advanced""]","[""R079"", ""R117"", ""R064""]",0.17683635498268582,376
Ntawukulilyayo Jeanne,ntawukulilyayo.jeanne289@outlook.com,DL00377,104,18210.52,0.9281104127108266,0.8227534711348694,3.295757134152097,0.7689532644131032,"{""highway"": 59.87352872571806, ""city"": 22.43159278896551, ""residential"": 33.82040609539974}",18,21,0.7616793372911438,0.8102023764883723,4.943010946013544,5,"[""Basic""]","[""R473"", ""R067"", ""R495""]",0.18235344685835264,377
Kamanzi Ignace,kamanzi.ignace391@gov.rw,DL00378,186,42274.26,0.5904595252657704,0.8106007847743576,5.007350729056759,0.8934012947473862,"{""highway"": 58.46434654615878, ""city"": 19.68199088533057, ""residential"": 45.63676042275156}",41,35,0.9166060299206512,0.8076323284462388,4.609814137603902,1,"[""Basic""]","[""R477"", ""R078"", ""R321""]",0.3170287677002322,378
Bizimana Esperance,bizimana.esperance982@gov.rw,DL00379,57,13244.52,0.7687695008516151,0.7954948809675414,12.09188557221934,0.7407165267262033,"{""highway"": 60.793890823858945, ""city"": 22.25493318269533, ""residential"": 42.525706016308526}",43,8,0.8434261167532344,0.7271311073869289,4.9364385107436215,3,"[""Basic"", ""Advanced""]","[""R232"", ""R477"", ""R241""]",0.3337830005590073,379
Niyomugabo Emmanuel,niyomugabo.emmanuel715@outlook.com,DL00380,136,18548.12,0.7454968264139958,0.7858540316639849,13.836989622497791,0.7048401854204119,"{""highway"": 50.69410448653958, ""city"": 19.746141132302952, ""residential"": 36.85757616481814}",44,11,0.621928947856455,0.9972327884646536,4.024462345969179,5,"[""Basic"", ""Advanced""]","[""R244"", ""R001"", ""R367""]",0.4637427115543057,380
Habyarimana Ignace,habyarimana.ignace418@gmail.com,DL00381,198,20573.23,0.5635988274085191,0.9881527626542572,1.4681049426320263,0.8659126643291468,"{""highway"": 67.13841917894611, ""city"": 16.68573480382162, ""residential"": 30.428133177629174}",26,40,0.6814056177714846,0.9433739614040874,4.542327436358657,2,"[""Basic"", ""Hazardous Materials""]","[""R185"", ""R208"", ""R413""]",0.4949154398482021,381
Mukashema Marie,mukashema.marie827@gmail.com,DL00382,188,36095.20,0.7648427276590801,0.7899389769265633,0.8186403759490788,0.8680348503797115,"{""highway"": 52.73107712809179, ""city"": 18.946722529864545, ""residential"": 40.47699256090749}",38,33,0.6039043695591111,0.7520062890120859,3.0573453476746537,1,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R278"", ""R395"", ""R491""]",0.1889382022613936,382
Mukamana Beatrice,mukamana.beatrice960@gmail.com,DL00383,44,46640.99,0.9957117985538396,0.8333155605647254,12.931247630427919,0.9155066017332226,"{""highway"": 53.141302779534634, ""city"": 21.746831178835695, ""residential"": 39.987327749322574}",49,0,0.8542153827766117,0.7100454504954168,4.752366436503027,5,"[""Basic"", ""Hazardous Materials""]","[""R339"", ""R097"", ""R229""]",0.40993937922349066,383
Umuhoza Alphonse,umuhoza.alphonse408@yahoo.com,DL00384,108,45798.67,0.982972444408279,0.9805736352752485,3.1344660284018317,0.74842546353222,"{""highway"": 53.93205813427689, ""city"": 20.90653959939945, ""residential"": 31.401823548688192}",25,9,0.7826818386175552,0.8654367151862458,4.791999312825858,4,"[""Basic"", ""Advanced""]","[""R291"", ""R273"", ""R270""]",0.46647254722526343,384
Uwase Josephine,uwase.josephine346@yahoo.com,DL00385,36,13434.93,0.8966867330133645,0.8772658233253146,7.062893066992193,0.901450038625449,"{""highway"": 60.91377889343575, ""city"": 15.326782693226564, ""residential"": 35.47234089442078}",43,40,0.679053918573457,0.7477402146432233,3.8491820265979158,2,"[""Basic"", ""Advanced""]","[""R262"", ""R412"", ""R430""]",0.2532110202066694,385
Mukashema Emmanuel,mukashema.emmanuel437@irembo.rw,DL00386,57,18085.92,0.6122686731808237,0.7325932229822223,6.995735713061056,0.7131001420892039,"{""highway"": 67.01909453325186, ""city"": 24.467960436740015, ""residential"": 36.61465770095569}",21,19,0.9690355775951238,0.8483390526130301,4.372396716778571,4,"[""Basic"", ""Advanced""]","[""R454"", ""R292"", ""R383""]",0.49316368608875183,386
Hakizimana Celestin,hakizimana.celestin388@gov.rw,DL00387,103,19392.40,0.8713739385271841,0.7832909694027431,1.041877456712088,0.7636401761178778,"{""highway"": 55.5981232909762, ""city"": 21.073593635431127, ""residential"": 38.20916366227067}",21,16,0.9403172232132085,0.855207545241645,3.653953170532331,3,"[""Basic"", ""Advanced""]","[""R401"", ""R261"", ""R427""]",0.1779635923231926,387
Murenzi Clementine,murenzi.clementine779@gmail.com,DL00388,187,48086.74,0.9828356532797711,0.7373426248788716,10.963854567669795,0.9028323789952337,"{""highway"": 66.1884845801396, ""city"": 15.829232276073776, ""residential"": 40.39963611147991}",13,15,0.7631479734528439,0.9570539058622769,3.1948528955511266,2,"[""Basic""]","[""R334"", ""R237"", ""R069""]",0.46703369990331,388
Habimana Claudine,habimana.claudine165@outlook.com,DL00389,81,40703.03,0.9174282736632345,0.8812524008300809,7.877872132726884,0.9044454501032234,"{""highway"": 50.84051836035821, ""city"": 24.006411745395987, ""residential"": 38.46571977946582}",49,3,0.6092466868946737,0.9659887502251869,3.5738919108548886,1,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R479"", ""R318"", ""R008""]",0.2457104700187538,389
Nsengimana Eric,nsengimana.eric712@yahoo.com,DL00390,181,1546.93,0.6976696265037059,0.9211659665168892,14.35423259650155,0.790042177025505,"{""highway"": 53.27799547990426, ""city"": 27.785822991770004, ""residential"": 44.00415316685539}",45,23,0.6201885883361195,0.8412931998629776,4.571703102669465,1,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R343"", ""R391"", ""R412""]",0.11165561937896529,390
Munyakazi Francoise,munyakazi.francoise360@gmail.com,DL00391,182,49419.48,0.559234322018092,0.9056187504875463,11.570712819514,0.8337436413011884,"{""highway"": 68.33235513161672, ""city"": 24.567488821741357, ""residential"": 36.68087563423782}",8,13,0.9268625150457996,0.9454365633207408,4.77961120078905,1,"[""Basic""]","[""R369"", ""R197"", ""R280""]",0.3310040280050555,391
Nshimiyimana Josephine,nshimiyimana.josephine492@outlook.com,DL00392,37,3960.65,0.5752109330964327,0.7281676181599325,2.7285145219461935,0.7182139740938754,"{""highway"": 53.74555008167361, ""city"": 18.77903821268745, ""residential"": 49.81607861028287}",13,17,0.897805917090871,0.7876101553609549,3.217248072480608,1,"[""Basic"", ""Advanced"", ""Hazardous Materials""]","[""R140"", ""R209"", ""R364""]",0.1467352293041184,392
Habimana Alphonse,habimana.alphonse367@outlook.com,DL00393,112,1499.01,0.7904945065114861,0.9868938023164373,13.18822568467789,0.8450154389951254,"{""highway"": 54.878344558188786, ""city"": 26.175703487457863, ""residential"": 47.33540299886882}",26,14,0.8686411984093552,0.79815383190138,4.91097034185076,5,"[""Basic"", ""Hazardous Materials""]","[""R023"", ""R499"", ""R018""]",0.4042769714140162,393
